"location","newdate","Vaccination_Count","population","Vaccination_Rate"
"Finland","2021-11","4275263",5540745,77.16
"Finland","2022-01","4388583",5540745,79.21
"Finland","2022-02","4458538",5540745,80.47
"Finland","2022-03","4505614",5540745,81.32
"Finland","2022-04","4509932",5540745,81.4
"Finland","2022-05","4513748",5540745,81.46
"Finland","2022-06","4517181",5540745,81.53
"Austria","2021-01","31772",8939617,0.36
"Montserrat","2021-02","652",4413,14.77
"Austria","2021-02","461276",8939617,5.16
"Austria","2021-03","845264",8939617,9.46
"Montserrat","2021-03","892",4413,20.21
"Thailand","2021-03","96188",71697024,0.13
"Thailand","2021-04","972204",71697024,1.36
"Austria","2021-04","2419032",8939617,27.06
"Montserrat","2021-04","1293",4413,29.3
"Montserrat","2021-05","1358",4413,30.77
"Austria","2021-05","3701041",8939617,41.4
"Thailand","2021-05","2539491",71697024,3.54
"Thailand","2021-06","7110854",71697024,9.92
"Niue","2021-06","698",1952,35.76
"Montserrat","2021-06","1411",4413,31.97
"Austria","2021-06","4780751",8939617,53.48
"Austria","2021-07","5395320",8939617,60.35
"Montserrat","2021-07","1454",4413,32.95
"Niue","2021-07","1184",1952,60.66
"Thailand","2021-07","9888124",71697024,13.79
"Thailand","2021-08","23401465",71697024,32.64
"Niue","2021-08","1202",1952,61.58
"Montserrat","2021-08","1460",4413,33.08
"Austria","2021-08","5585359",8939617,62.48
"Austria","2021-09","5803761",8939617,64.92
"Montserrat","2021-09","1483",4413,33.61
"Thailand","2021-09","29501110",71697024,41.15
"Thailand","2021-10","42247135",71697024,58.92
"Montserrat","2021-10","1502",4413,34.04
"Austria","2021-10","6003742",8939617,67.16
"Montserrat","2021-11","1531",4413,34.69
"Austria","2021-11","6429387",8939617,71.92
"Thailand","2021-11","47963180",71697024,66.9
"Thailand","2021-12","51410504",71697024,71.71
"Austria","2021-12","6707182",8939617,75.03
"Montserrat","2021-12","1547",4413,35.06
"Austria","2022-01","6823923",8939617,76.33
"Montserrat","2022-01","1826",4413,41.38
"Thailand","2022-01","52383190",71697024,73.06
"Thailand","2022-02","53615130",71697024,74.78
"Montserrat","2022-02","1869",4413,42.35
"Austria","2022-02","6856619",8939617,76.7
"Austria","2022-03","6868207",8939617,76.83
"Montserrat","2022-03","1897",4413,42.99
"Thailand","2022-03","55532928",71697024,77.45
"Thailand","2022-04","56124032",71697024,78.28
"Montserrat","2022-04","1898",4413,43.01
"Austria","2022-04","6874710",8939617,76.9
"Montserrat","2022-05","1916",4413,43.42
"Austria","2022-05","6878236",8939617,76.94
"Thailand","2022-05","56523875",71697024,78.84
"Thailand","2022-06","56712815",71697024,79.1
"Austria","2022-06","6880927",8939617,76.97
"Montserrat","2022-06","2044",4413,46.32
"Austria","2022-07","6881608",8939617,76.98
"Thailand","2022-07","56721152",71697024,79.11
"Kosovo","2021-04","700",1782115,0.04
"Kosovo","2021-05","55237",1782115,3.0999999999999996
"Kosovo","2021-06","98277",1782115,5.51
"Kosovo","2021-07","282603",1782115,15.86
"Kosovo","2021-08","548855",1782115,30.8
"Kosovo","2021-09","797866",1782115,44.769999999999996
"Kosovo","2021-10","838150",1782115,47.03
"Kosovo","2021-11","853765",1782115,47.91
"Kosovo","2021-12","883919",1782115,49.599999999999994
"Kosovo","2022-01","893743",1782115,50.15
"Kosovo","2022-02","899369",1782115,50.47
"Kosovo","2022-03","901730",1782115,50.6
"Kosovo","2022-04","902575",1782115,50.65
"Kosovo","2022-05","903279",1782115,50.69
"Kosovo","2022-06","903637",1782115,50.71
"Kosovo","2022-07","903657",1782115,50.71
"Turks and Caicos Islands","2021-02","6433",45726,14.07
"Turks and Caicos Islands","2021-03","14300",45726,31.27
"Turks and Caicos Islands","2021-04","15039",45726,32.89
"Turks and Caicos Islands","2021-05","20760",45726,45.4
"Turks and Caicos Islands","2021-06","22700",45726,49.64
"Turks and Caicos Islands","2021-07","24567",45726,53.73
"Turks and Caicos Islands","2021-08","25621",45726,56.03
"Turks and Caicos Islands","2021-09","27446",45726,60.02
"Turks and Caicos Islands","2021-10","28305",45726,61.9
"Turks and Caicos Islands","2021-11","29210",45726,63.88
"Turks and Caicos Islands","2022-02","31165",45726,68.16
"Turks and Caicos Islands","2022-03","31419",45726,68.71
"Turks and Caicos Islands","2022-04","31491",45726,68.87
"Turks and Caicos Islands","2022-05","31807",45726,69.56
"Turks and Caicos Islands","2022-06","31989",45726,69.96
"Morocco","2021-02","3435997",37457976,9.17
"Jamaica","2021-03","33000",2827382,1.17
"Morocco","2021-03","4320349",37457976,11.53
"Morocco","2021-04","5054642",37457976,13.49
"Jamaica","2021-04","47728",2827382,1.69
"Jamaica","2021-05","155683",2827382,5.51
"Morocco","2021-05","8674931",37457976,23.16
"Jamaica","2021-06","172958",2827382,6.12
"Morocco","2021-06","9993673",37457976,26.68
"Morocco","2021-07","13631005",37457976,36.39
"Jamaica","2021-07","178728",2827382,6.32
"Jamaica","2021-08","402601",2827382,14.24
"Morocco","2021-08","18701155",37457976,49.93
"Jamaica","2021-09","528907",2827382,18.71
"Morocco","2021-09","22309639",37457976,59.56
"Morocco","2021-10","24198013",37457976,64.6
"Jamaica","2021-10","591859",2827382,20.93
"Morocco","2021-11","24517118",37457976,65.45
"Jamaica","2021-11","667252",2827382,23.6
"Jamaica","2021-12","712466",2827382,25.2
"Morocco","2021-12","24630172",37457976,65.75
"Morocco","2022-01","24752462",37457976,66.08
"Jamaica","2022-01","745109",2827382,26.35
"Jamaica","2022-02","767077",2827382,27.13
"Morocco","2022-02","24842826",37457976,66.32
"Jamaica","2022-03","781259",2827382,27.63
"Morocco","2022-03","24878016",37457976,66.42
"Morocco","2022-04","24901908",37457976,66.48
"Jamaica","2022-04","789860",2827382,27.94
"Jamaica","2022-05","800803",2827382,28.32
"Morocco","2022-05","24921224",37457976,66.53
"Morocco","2022-06","24953895",37457976,66.62
"Jamaica","2022-06","813122",2827382,28.76
"Jamaica","2022-07","813432",2827382,28.77
"South Korea","2021-02","41949",51815808,0.08
"Guatemala","2021-02","2224",17843914,0.01
"Guatemala","2021-03","98402",17843914,0.55
"South Korea","2021-03","884585",51815808,1.71
"South Korea","2021-04","966982",51815808,1.87
"Djibouti","2021-04","12547",1120851,1.12
"Guatemala","2021-04","168935",17843914,0.95
"Guatemala","2021-05","436067",17843914,2.44
"Djibouti","2021-05","12547",1120851,1.12
"South Korea","2021-05","5732321",51815808,11.06
"South Korea","2021-06","9726736",51815808,18.77
"Guatemala","2021-06","788440",17843914,4.42
"Djibouti","2021-06","12547",1120851,1.12
"Guatemala","2021-07","960345",17843914,5.38
"South Korea","2021-07","19362136",51815808,37.37
"South Korea","2021-08","29188656",51815808,56.33
"Djibouti","2021-08","35396",1120851,3.16
"Guatemala","2021-08","3352959",17843914,18.79
"Djibouti","2021-09","38634",1120851,3.45
"Guatemala","2021-09","4522494",17843914,25.34
"South Korea","2021-09","39211554",51815808,75.67
"South Korea","2021-10","40971672",51815808,79.07
"Guatemala","2021-10","5331029",17843914,29.88
"Guatemala","2021-11","5993236",17843914,33.59
"South Korea","2021-11","42359266",51815808,81.75
"South Korea","2021-12","43960759",51815808,84.84
"Guatemala","2021-12","6535250",17843914,36.62
"Guatemala","2022-01","6925768",17843914,38.81
"Djibouti","2022-01","130425",1120851,11.64
"South Korea","2022-01","44367002",51815808,85.62
"South Korea","2022-02","44542156",51815808,85.96
"Djibouti","2022-02","140287",1120851,12.52
"Guatemala","2022-02","7184896",17843914,40.27
"Djibouti","2022-03","145050",1120851,12.94
"Guatemala","2022-03","7771324",17843914,43.55
"South Korea","2022-03","44623256",51815808,86.12
"South Korea","2022-04","44691442",51815808,86.25
"Guatemala","2022-04","8121065",17843914,45.51
"Djibouti","2022-04","156352",1120851,13.95
"Djibouti","2022-05","171077",1120851,15.26
"Guatemala","2022-05","8226597",17843914,46.1
"South Korea","2022-05","44709940",51815808,86.29
"South Korea","2022-06","44719373",51815808,86.3
"Guatemala","2022-06","8302756",17843914,46.53
"Djibouti","2022-06","201787",1120851,18
"Guatemala","2022-07","8307547",17843914,46.56
"South Korea","2022-07","44719895",51815808,86.31
"Laos","2021-03","40732",7529477,0.54
"Laos","2021-04","126072",7529477,1.67
"Laos","2021-05","638377",7529477,8.48
"Laos","2021-06","886238",7529477,11.77
"Laos","2021-07","956535",7529477,12.7
"Laos","2021-08","2443845",7529477,32.46
"Laos","2021-09","2983763",7529477,39.63
"Laos","2021-10","3251958",7529477,43.19
"Laos","2021-11","3744740",7529477,49.73
"Laos","2022-01","4653477",7529477,61.8
"Laos","2022-02","4909112",7529477,65.2
"Laos","2022-03","5605948",7529477,74.45
"Laos","2022-04","5766217",7529477,76.58
"Laos","2022-05","5809748",7529477,77.16
"Laos","2022-06","5817695",7529477,77.27
"Netherlands","2021-01","77091",17564020,0.44
"Netherlands","2021-02","930837",17564020,5.3
"Netherlands","2021-03","1547937",17564020,8.81
"Philippines","2021-03","89077",115559008,0.08
"Philippines","2021-04","872213",115559008,0.75
"Netherlands","2021-04","3962544",17564020,22.56
"Netherlands","2021-05","6184395",17564020,35.21
"Philippines","2021-05","3974350",115559008,3.44
"Tajikistan","2021-05","79376",9952789,0.8
"Tajikistan","2021-06","89121",9952789,0.9
"Philippines","2021-06","7810469",115559008,6.76
"Netherlands","2021-06","9295231",17564020,52.92
"Netherlands","2021-07","11611858",17564020,66.11
"Philippines","2021-07","9771359",115559008,8.46
"Tajikistan","2021-07","524472",9952789,5.27
"Tajikistan","2021-08","750514",9952789,7.54
"Philippines","2021-08","18697647",115559008,16.18
"Netherlands","2021-08","11908722",17564020,67.8
"Philippines","2021-09","27836530",115559008,24.09
"Netherlands","2021-09","12129940",17564020,69.06
"Tajikistan","2021-09","2398703",9952789,24.1
"Tajikistan","2021-10","2678569",9952789,26.91
"Netherlands","2021-10","12334395",17564020,70.23
"Philippines","2021-10","32954936",115559008,28.52
"Netherlands","2021-11","12543128",17564020,71.41
"Philippines","2021-11","40517967",115559008,35.06
"Tajikistan","2021-11","3024020",9952789,30.38
"Tajikistan","2021-12","3709690",9952789,37.27
"Netherlands","2021-12","12616978",17564020,71.83
"Philippines","2021-12","56110301",115559008,48.56
"Netherlands","2022-01","12706095",17564020,72.34
"Tajikistan","2022-01","4522962",9952789,45.44
"Tajikistan","2022-02","4916961",9952789,49.4
"Netherlands","2022-02","12738307",17564020,72.53
"Philippines","2022-02","68661595",115559008,59.42
"Netherlands","2022-03","12745239",17564020,72.56
"Philippines","2022-03","70173137",115559008,60.72
"Tajikistan","2022-03","5129284",9952789,51.54
"Tajikistan","2022-04","5166745",9952789,51.91
"Netherlands","2022-04","12752751",17564020,72.61
"Netherlands","2022-05","12759999",17564020,72.65
"Tajikistan","2022-05","5189877",9952789,52.14
"Tajikistan","2022-06","5227504",9952789,52.52
"Philippines","2022-06","75654809",115559008,65.47
"Netherlands","2022-06","12766646",17564020,72.69
"Netherlands","2022-07","12768345",17564020,72.7
"Low income","2021-03","83256",737604900,0.01
"Nigeria","2021-04","964387",218541216,0.44
"Low income","2021-04","987987",737604900,0.13
"Low income","2021-05","5606704",737604900,0.76
"Nigeria","2021-05","1956598",218541216,0.9
"Nigeria","2021-06","2241662",218541216,1.03
"Low income","2021-06","7124836",737604900,0.97
"Low income","2021-07","8113032",737604900,1.1
"Nigeria","2021-07","2534205",218541216,1.16
"Nigeria","2021-08","2994933",218541216,1.37
"Low income","2021-08","9887869",737604900,1.34
"Nigeria","2021-09","4790943",218541216,2.19
"Low income","2021-09","16306117",737604900,2.21
"Low income","2021-10","24227401",737604900,3.28
"Nigeria","2021-10","5693300",218541216,2.61
"Nigeria","2021-11","6329967",218541216,2.9000000000000004
"Low income","2021-11","38963796",737604900,5.28
"Low income","2021-12","55492415",737604900,7.52
"Nigeria","2021-12","9861311",218541216,4.51
"Nigeria","2022-01","14834559",218541216,6.79
"Low income","2022-01","66372047",737604900,9
"Low income","2022-02","89339947",737604900,12.11
"Nigeria","2022-02","17735985",218541216,8.12
"Nigeria","2022-03","21049754",218541216,9.63
"Low income","2022-03","99535555",737604900,13.49
"Low income","2022-04","99884689",737604900,13.54
"Nigeria","2022-04","25056663",218541216,11.47
"Nigeria","2022-05","27401621",218541216,12.54
"Low income","2022-05","110459908",737604900,14.98
"Nigeria","2022-06","28340766",218541216,12.97
"Low income","2022-06","120773449",737604900,16.37
"Low income","2022-07","120773449",737604900,16.37
"Latvia","2020-12","647",1850654,0.03
"Latvia","2021-01","8487",1850654,0.46
"Latvia","2021-02","46650",1850654,2.52
"Latvia","2021-03","98813",1850654,5.34
"Latvia","2021-04","266967",1850654,14.43
"Latvia","2021-05","507786",1850654,27.44
"Latvia","2021-06","624007",1850654,33.72
"Latvia","2021-07","734750",1850654,39.7
"Latvia","2021-08","825750",1850654,44.62
"Latvia","2021-09","915246",1850654,49.46
"Latvia","2021-10","989229",1850654,53.45
"Latvia","2021-11","1276683",1850654,68.99
"Latvia","2021-12","1314123",1850654,71.01
"Latvia","2022-01","1337073",1850654,72.25
"Latvia","2022-02","1341697",1850654,72.5
"Latvia","2022-03","1343869",1850654,72.62
"Latvia","2022-04","1344982",1850654,72.68
"Latvia","2022-05","1345611",1850654,72.71
"Latvia","2022-06","1346041",1850654,72.73
"Latvia","2022-07","1346068",1850654,72.73
"Myanmar","2021-01","3800",54179312,0.01
"Myanmar","2021-02","380000",54179312,0.7
"Myanmar","2021-03","1000000",54179312,1.8499999999999999
"Myanmar","2021-04","1500000",54179312,2.77
"Myanmar","2021-05","1772177",54179312,3.27
"Myanmar","2021-06","1840758",54179312,3.4
"Myanmar","2021-08","4456857",54179312,8.23
"Myanmar","2021-09","7205913",54179312,13.3
"Myanmar","2021-10","8390746",54179312,15.49
"Myanmar","2021-11","16849172",54179312,31.1
"Myanmar","2021-12","18829259",54179312,34.75
"Myanmar","2022-01","22106391",54179312,40.8
"Myanmar","2022-02","23586822",54179312,43.53
"Myanmar","2022-03","26473700",54179312,48.86
"Myanmar","2022-04","30637522",54179312,56.55
"Myanmar","2022-05","31345527",54179312,57.86
"Myanmar","2022-06","34777314",54179312,64.19
"England","2021-01","8082355",56550000,14.29
"England","2021-02","9831897",56550000,17.39
"England","2021-03","26454219",56550000,46.78
"Saint Vincent and the Grenadines","2021-03","9383",103959,9.03
"Saint Vincent and the Grenadines","2021-04","14511",103959,13.96
"England","2021-04","28771540",56550000,50.88
"Niger","2021-04","1366",26207982,0.01
"Cameroon","2021-05","63404",27914542,0.23
"Niger","2021-05","68158",26207982,0.26
"England","2021-05","33009444",56550000,58.37
"Saint Vincent and the Grenadines","2021-05","14526",103959,13.97
"Cameroon","2021-06","88333",27914542,0.32
"Niger","2021-06","224803",26207982,0.86
"England","2021-06","37618263",56550000,66.52
"England","2021-07","39290667",56550000,69.48
"Cameroon","2021-07","279987",27914542,1
"Saint Vincent and the Grenadines","2021-07","15726",103959,15.13
"Saint Vincent and the Grenadines","2021-08","19064",103959,18.34
"Niger","2021-08","404104",26207982,1.54
"Cameroon","2021-08","349385",27914542,1.2499999999999998
"England","2021-08","40339022",56550000,71.33
"Niger","2021-09","405978",26207982,1.5499999999999998
"Cameroon","2021-09","385057",27914542,1.38
"England","2021-09","40979175",56550000,72.47
"Saint Vincent and the Grenadines","2021-09","20661",103959,19.87
"Saint Vincent and the Grenadines","2021-10","26208",103959,25.21
"England","2021-10","41893685",56550000,74.08
"Cameroon","2021-10","416855",27914542,1.49
"Niger","2021-10","498894",26207982,1.9
"England","2021-11","42806590",56550000,75.7
"Niger","2021-11","507223",26207982,1.94
"Cameroon","2021-11","777338",27914542,2.78
"Saint Vincent and the Grenadines","2021-11","31057",103959,29.87
"Saint Vincent and the Grenadines","2021-12","33494",103959,32.22
"Cameroon","2021-12","834112",27914542,2.99
"England","2021-12","43513898",56550000,76.95
"England","2022-01","44018188",56550000,77.84
"Niger","2022-01","1442884",26207982,5.51
"Cameroon","2022-01","837860",27914542,3
"Saint Vincent and the Grenadines","2022-01","34338",103959,33.03
"Saint Vincent and the Grenadines","2022-02","35226",103959,33.88
"Cameroon","2022-02","1068604",27914542,3.83
"Niger","2022-02","1474560",26207982,5.63
"England","2022-02","44257667",56550000,78.26
"Niger","2022-03","2180972",26207982,8.32
"England","2022-03","44388376",56550000,78.49
"Cameroon","2022-03","1348787",27914542,4.83
"Saint Vincent and the Grenadines","2022-03","36093",103959,34.72
"Saint Vincent and the Grenadines","2022-04","36255",103959,34.87
"Cameroon","2022-04","1552320",27914542,5.56
"England","2022-04","44748080",56550000,79.13
"Niger","2022-04","2190527",26207982,8.36
"Niger","2022-05","2192163",26207982,8.36
"England","2022-05","44976250",56550000,79.53
"Cameroon","2022-05","1557984",27914542,5.58
"Saint Vincent and the Grenadines","2022-05","36508",103959,35.12
"Saint Vincent and the Grenadines","2022-06","36742",103959,35.34
"Niger","2022-06","3330202",26207982,12.71
"England","2022-06","45077701",56550000,79.71
"Cameroon","2022-06","1559801",27914542,5.59
"England","2022-07","45080608",56550000,79.72
"China","2021-06","622000000",1425887360,43.62
"China","2021-08","1072500000",1425887360,75.22
"China","2021-09","1100842000",1425887360,77.2
"China","2021-11","1225000000",1425887360,85.91
"China","2021-12","1259967000",1425887360,88.36
"China","2022-01","1266070000",1425887360,88.79
"China","2022-02","1269302000",1425887360,89.02
"China","2022-03","1277709000",1425887360,89.61
"China","2022-04","1284935000",1425887360,90.11
"China","2022-05","1289584000",1425887360,90.44
"China","2022-06","1294045000",1425887360,90.75
"Oceania","2021-02","7529",45038860,0.02
"Oceania","2021-03","95281",45038860,0.21
"Oceania","2021-04","948709",45038860,2.11
"Oceania","2021-05","4590739",45038860,10.19
"Oceania","2021-06","7418429",45038860,16.47
"Oceania","2021-07","9923220",45038860,22.03
"Oceania","2021-08","15731374",45038860,34.93
"Oceania","2021-09","21291209",45038860,47.27
"Oceania","2021-10","24340235",45038860,54.04
"Oceania","2021-11","25738603",45038860,57.15
"Oceania","2021-12","26305175",45038860,58.41
"Oceania","2022-01","27802254",45038860,61.73
"Oceania","2022-02","28314301",45038860,62.87
"Oceania","2022-03","28584395",45038860,63.47
"Oceania","2022-04","28701844",45038860,63.73
"Oceania","2022-05","28742575",45038860,63.82
"Oceania","2022-06","28762397",45038860,63.86
"Oceania","2022-07","28762483",45038860,63.86
"Costa Rica","2021-01","9751",5180836,0.19
"Azerbaijan","2021-02","65000",10358078,0.63
"Costa Rica","2021-02","57162",5180836,1.1
"Costa Rica","2021-03","224092",5180836,4.33
"Azerbaijan","2021-03","510420",10358078,4.93
"Costa Rica","2021-04","538682",5180836,10.4
"Azerbaijan","2021-04","966132",10358078,9.33
"Azerbaijan","2021-05","996400",10358078,9.62
"Costa Rica","2021-05","867517",5180836,16.74
"Costa Rica","2021-06","1629222",5180836,31.45
"Azerbaijan","2021-06","2214990",10358078,21.38
"Azerbaijan","2021-07","2880131",10358078,27.81
"Costa Rica","2021-07","2573189",5180836,49.67
"Costa Rica","2021-08","3059023",5180836,59.04
"Azerbaijan","2021-08","4113716",10358078,39.72
"Costa Rica","2021-09","3407214",5180836,65.77
"Azerbaijan","2021-09","4762232",10358078,45.98
"Azerbaijan","2021-10","4991242",10358078,48.19
"Costa Rica","2021-10","3597302",5180836,69.43
"Azerbaijan","2021-11","5079349",10358078,49.04
"Costa Rica","2021-11","3887480",5180836,75.04
"Costa Rica","2021-12","3944932",5180836,76.14
"Azerbaijan","2021-12","5169382",10358078,49.91
"Azerbaijan","2022-01","5230388",10358078,50.5
"Costa Rica","2022-01","4059598",5180836,78.36
"Costa Rica","2022-02","4195968",5180836,80.99
"Azerbaijan","2022-02","5280393",10358078,50.98
"Costa Rica","2022-03","4336171",5180836,83.7
"Azerbaijan","2022-03","5324386",10358078,51.4
"Azerbaijan","2022-04","5340053",10358078,51.55
"Costa Rica","2022-04","4401102",5180836,84.95
"Costa Rica","2022-05","4437629",5180836,85.65
"Azerbaijan","2022-05","5347805",10358078,51.63
"Azerbaijan","2022-06","5353536",10358078,51.68
"Azerbaijan","2022-07","5355145",10358078,51.7
"Belgium","2020-12","959",11655923,0.01
"Belgium","2021-01","978",11655923,0.01
"Portugal","2021-01","85663",10270857,0.83
"Portugal","2021-02","652735",10270857,6.36
"Belgium","2021-02","535597",11655923,4.6000000000000005
"Portugal","2021-03","978296",10270857,9.52
"Belgium","2021-03","993727",11655923,8.53
"Suriname","2021-03","9196",618046,1.49
"Suriname","2021-04","38351",618046,6.21
"Belgium","2021-04","3114285",11655923,26.72
"Portugal","2021-04","2635033",10270857,25.66
"Portugal","2021-05","3955183",10270857,38.51
"Belgium","2021-05","4758947",11655923,40.83
"Suriname","2021-05","68441",618046,11.07
"Suriname","2021-06","90029",618046,14.57
"Belgium","2021-06","7268750",11655923,62.36
"Portugal","2021-06","5454084",10270857,53.1
"Portugal","2021-07","7209385",10270857,70.19
"Belgium","2021-07","8116994",11655923,69.64
"Suriname","2021-07","186297",618046,30.14
"Suriname","2021-08","202440",618046,32.75
"Belgium","2021-08","8490253",11655923,72.84
"Portugal","2021-08","8735368",10270857,85.05
"Belgium","2021-09","8651454",11655923,74.22
"Portugal","2021-09","9046019",10270857,88.07
"Suriname","2021-09","229022",618046,37.06
"Suriname","2021-10","249920",618046,40.44
"Portugal","2021-10","9134629",10270857,88.94
"Belgium","2021-10","8769644",11655923,75.24
"Portugal","2021-11","9201031",10270857,89.58
"Belgium","2021-11","8881696",11655923,76.2
"Suriname","2021-11","257438",618046,41.65
"Suriname","2021-12","261545",618046,42.32
"Belgium","2021-12","8942461",11655923,76.72
"Portugal","2021-12","9391719",10270857,91.44
"Portugal","2022-01","9660421",10270857,94.06
"Belgium","2022-01","9168485",11655923,78.66
"Suriname","2022-01","264640",618046,42.82
"Suriname","2022-02","266344",618046,43.09
"Belgium","2022-02","9231822",11655923,79.2
"Portugal","2022-02","9716595",10270857,94.6
"Belgium","2022-03","9243474",11655923,79.3
"Portugal","2022-03","9728025",10270857,94.71
"Suriname","2022-03","267335",618046,43.25
"Suriname","2022-04","267593",618046,43.3
"Portugal","2022-04","9740384",10270857,94.84
"Belgium","2022-04","9247546",11655923,79.34
"Belgium","2022-05","9251689",11655923,79.37
"Portugal","2022-05","9751202",10270857,94.94
"Suriname","2022-05","267820",618046,43.33
"Belgium","2022-06","9254942",11655923,79.4
"Portugal","2022-06","9759002",10270857,95.02
"Portugal","2022-07","9760825",10270857,95.03
"Belgium","2022-07","9255059",11655923,79.4
"North America","2020-12","934519",600323657,0.16
"North America","2021-01","9420202",600323657,1.57
"North America","2021-02","59816365",600323657,9.96
"North America","2021-03","99495035",600323657,16.57
"North America","2021-04","181954017",600323657,30.31
"North America","2021-05","226074843",600323657,37.66
"North America","2021-06","255473018",600323657,42.56
"North America","2021-07","288466875",600323657,48.05
"North America","2021-08","321812229",600323657,53.61
"North America","2021-09","344885446",600323657,57.45
"North America","2021-10","366736903",600323657,61.09
"North America","2021-11","386475478",600323657,64.38
"North America","2021-12","405815271",600323657,67.6
"North America","2022-01","416762927",600323657,69.42
"North America","2022-02","422451887",600323657,70.37
"North America","2022-03","425548899",600323657,70.89
"North America","2022-04","428277908",600323657,71.34
"North America","2022-05","431701789",600323657,71.91
"North America","2022-06","435178038",600323657,72.49
"North America","2022-07","435260541",600323657,72.5
"Tunisia","2021-03","743",12356116,0.01
"Tunisia","2021-04","98057",12356116,0.79
"Bonaire Sint Eustatius and Saba","2021-04","5726",27052,21.17
"Tunisia","2021-05","654976",12356116,5.3
"Tunisia","2021-06","986005",12356116,7.98
"Tunisia","2021-07","1699805",12356116,13.76
"Tunisia","2021-08","4179830",12356116,33.83
"Bonaire Sint Eustatius and Saba","2021-09","19109",27052,70.64
"Tunisia","2021-09","5033603",12356116,40.74
"Tunisia","2021-10","5596309",12356116,45.29
"Tunisia","2021-11","6112326",12356116,49.47
"Tunisia","2021-12","6889208",12356116,55.76
"Tunisia","2022-01","7100854",12356116,57.47
"Tunisia","2022-02","7160078",12356116,57.95
"Tunisia","2022-03","7174500",12356116,58.06
"Tunisia","2022-04","7179498",12356116,58.1
"Scotland","2021-01","575897",5466000,10.54
"Scotland","2021-02","985569",5466000,18.03
"Mongolia","2021-02","6808",3398373,0.2
"Mongolia","2021-03","9531",3398373,0.28
"Scotland","2021-03","2493327",5466000,45.62
"Scotland","2021-04","2811343",5466000,51.43
"Mongolia","2021-04","845693",3398373,24.89
"Mongolia","2021-05","947529",3398373,27.88
"Scotland","2021-05","3267290",5466000,59.77
"Vanuatu","2021-06","860",326744,0.26
"Scotland","2021-06","3816251",5466000,69.82
"Mongolia","2021-06","2021411",3398373,59.48
"Mongolia","2021-07","2174672",3398373,63.99
"Vanuatu","2021-07","23881",326744,7.31
"Scotland","2021-07","4011060",5466000,73.38
"Vanuatu","2021-08","31654",326744,9.69
"Scotland","2021-08","4108804",5466000,75.16999999999999
"Mongolia","2021-08","2239399",3398373,65.9
"Mongolia","2021-09","2251392",3398373,66.25
"Vanuatu","2021-09","42840",326744,13.11
"Scotland","2021-09","4194212",5466000,76.73
"Vanuatu","2021-10","65982",326744,20.19
"Scotland","2021-10","4318783",5466000,79.01
"Mongolia","2021-10","2255448",3398373,66.37
"Mongolia","2021-11","2260178",3398373,66.51
"Vanuatu","2021-11","89472",326744,27.38
"Scotland","2021-11","4347880",5466000,79.54
"Vanuatu","2021-12","96141",326744,29.42
"Scotland","2021-12","4383209",5466000,80.19
"Mongolia","2021-12","2265984",3398373,66.68
"Mongolia","2022-01","2269737",3398373,66.79
"Scotland","2022-01","4416119",5466000,80.79
"Vanuatu","2022-01","109176",326744,33.41
"Vanuatu","2022-02","114284",326744,34.98
"Scotland","2022-02","4436511",5466000,81.17
"Mongolia","2022-02","2271548",3398373,66.84
"Mongolia","2022-03","2272363",3398373,66.87
"Scotland","2022-03","4461103",5466000,81.62
"Scotland","2022-04","4505080",5466000,82.42
"Vanuatu","2022-04","132941",326744,40.69
"Mongolia","2022-04","2272965",3398373,66.88
"Mongolia","2022-05","2272965",3398373,66.88
"Vanuatu","2022-05","141230",326744,43.22
"Scotland","2022-05","4522135",5466000,82.73
"Scotland","2022-06","4534957",5466000,82.97
"Scotland","2022-07","4535124",5466000,82.97
"World","2020-12","963074",3680137728,0.01
"World","2021-01","9066079",3680137728,0.11
"World","2021-02","94657974",3680137728,1.19
"French Polynesia","2021-02","5930",306292,1.94
"French Polynesia","2021-03","8018",306292,2.62
"Colombia","2021-03","971240",51874028,1.87
"World","2021-03","358562728",3680137728,4.5
"World","2021-04","615281626",3680137728,7.72
"Kyrgyzstan","2021-04","849",6630621,0.01
"Colombia","2021-04","3359439",51874028,6.48
"French Polynesia","2021-04","39107",306292,12.77
"French Polynesia","2021-05","55606",306292,18.15
"Colombia","2021-05","6798875",51874028,13.11
"Kyrgyzstan","2021-05","37117",6630621,0.56
"World","2021-05","856951147",3680137728,10.75
"World","2021-06","958302712",3680137728,12.02
"Colombia","2021-06","9736151",51874028,18.77
"French Polynesia","2021-06","71242",306292,23.26
"Kyrgyzstan","2021-06","99900",6630621,1.51
"Kyrgyzstan","2021-07","453881",6630621,6.85
"Colombia","2021-07","17801838",51874028,34.32
"French Polynesia","2021-07","83210",306292,27.17
"World","2021-07","2237120650",3680137728,28.05
"World","2021-08","3131761849",3680137728,39.27
"French Polynesia","2021-08","96949",306292,31.65
"Colombia","2021-08","23600147",51874028,45.5
"Kyrgyzstan","2021-08","685629",6630621,10.34
"Colombia","2021-09","26332902",51874028,50.76
"French Polynesia","2021-09","152157",306292,49.68
"Kyrgyzstan","2021-09","832011",6630621,12.55
"World","2021-09","3584307671",3680137728,44.94
"World","2021-10","3905680136",3680137728,48.97
"Kyrgyzstan","2021-10","983749",6630621,14.84
"French Polynesia","2021-10","156445",306292,51.08
